id,names
9664,Dehydration
9690,Bowel obstruction
9813,Parotitis
9835,Multiple system atrophy
9839,Ephedra
9857,Eli Lilly controversies
9867,Smoking
9936,Uncaria tomentosa
9955,Halothane
10054,Cholinesterase
10104,Methoxymethylfurfural
10276,T cell receptor
10315,Gi alpha subunit
10457,2-Methylundecanal
10470,Deltic acid
10521,Lipoxygenase
10643,Dog skin disorders
10689,Antibacterial soap
10700,Accommodation (eye)
10701,Uveitis
10910,Medical device
11082,Bovine herpesvirus 1
11095,Nucleoprotein
11205,Biofuel
11220,Abscisic acid
11282,Hofmann rearrangement
11356,Bathing
11521,Potassium chromate
11665,Galen
11837,Phobia
11876,Mental health
11900,Psychiatric genetics
11948,Adolescence
11951,Williams syndrome
11953,Index of psychology articles
11998,Joseph Sonnabend
12016,Maurice Wilkins
12047,Housefly
12199,Caulobacter crescentus
12239,Angewandte Chemie
12256,Ochronosis
12285,Ernst Haeckel
12301,Franois Jacob
12338,Luc Montagnier
12350,Pascale Cossart
12356,Lasker Award
12377,Carol W. Greider
12411,New Scientist
12459,Sanitation
12486,Condom
12496,History of abortion
12677,William Stewart Halsted
12711,Fioricet
12866,Hemofiltration
13291,Reproductive health
13321,Myocardial ischemia
13503,Security printing
13513,Food packaging
13540,Urea-formaldehyde
14019,Antisocial personality disorder
14176,Orionette
14471,Precision Castparts Corp.
14790,"2,2,6,6-Tetramethylpiperidine"
15060,Ludwig Heinrich Bojanus
15114,Paul Hroult
15285,RFXANK
15333,Dmitri Mendeleev
15371,Aluminium
15403,Silver
15412,Uranium
15415,Zirconium
15428,Erbium
15439,Cerium
15470,Graphite
15483,Radionuclide
15501,Zirconium dioxide
15504,Chemical vapor deposition
15554,Chernobyl disaster
15791,Montreal Laboratory
15919,United States Atomic Energy Commission
16033,Hanford Site
16044,Systematic element name
16145,Beta particle
16618,Advanced Landing Ground
16870,64th Air Division
16970,24th Air Division
17181,Eddie Rickenbacker
17317,129th Rescue Wing
17329,Ardmore Air Force Base
17491,569th Strategic Missile Squadron
17517,Glasgow Air Force Base
17767,RAF Fairford
17793,United States Army Air Forces
17848,101st Intelligence Squadron
17877,105th Airlift Squadron
17993,58th Air Division
18044,427th Special Operations Squadron
18057,Randolph Air Force Base
18116,I Fighter Command
18258,4th Fighter Wing
18282,56th Fighter Wing
18296,Continental Air Command
18303,United States Air Force
18306,MacDill Air Force Base
18314,Eglin Air Force Base
18332,United States Air Forces Central
18426,Udorn Royal Thai Air Force Base
18427,Scott Air Force Base
18604,132d Fighter Wing
18759,560th Fighter-Day Squadron
18827,Pyote Air Force Base
18857,Vietnam War
18860,Curtis LeMay
18880,Lewis H. Brereton
18891,United States Army Air Service
18893,"Aviation Section, U.S. Signal Corps"
19047,List of World War II aces from the United States
19221,The Pentagon
19365,Henry H. Arnold
19372,Air Corps Tactical School
19383,List of United States Airmen
19570,National Synchrotron Light Source
19572,Diamond Light Source
19760,San Mateo County Community College District
20044,Rhodopsin-like receptors
20271,David H. Adams
20441,Crystal structure
20454,Cubic crystal system
20565,Vesicular texture
20596,Matrix (geology)
20612,Olivine
20647,Agglomerate
20675,Petrography
20766,Saprolite
20902,List of minerals A (complete)
20991,Lustre (mineralogy)
20995,Rutile
21005,Crystal system
21006,Space group
21261,Colemans Quarry
21371,Fabianite
21649,Brian Harold Mason
21703,Bisbee Blue
21799,Geomorphology
21881,Geological history of Earth
21979,Geophysics
22091,William Bowie Medal
22112,Xavier Le Pichon
22137,Macquarie Triple Junction
22222,Tsunami
22387,South Sudan
22629,Kenya
23067,Index of Uganda-related articles
23123,Kulambiro
23347,United Bank for Africa (Uganda)
23680,Mugisha Muntu
23924,Soda pulping
24003,Biocomposite
24070,Robert D. Sack
24358,Acanthamoeba keratitis
24757,Timothy Leary
24767,Substituted cathinone
24932,7-OH-DPAT
25136,Phalangiidae
25160,Paraumbogrella
25311,Tolus
25659,IMPDH1
25770,Universal Intelligence
25985,Timeline of Reiki history
26294,Dormitory Effect (band)
26793,ThaiBev
26837,"Karan Bilimoria, Baron Bilimoria"
27488,Ionel Dnciulescu
27496,201011 Liga I
27499,FC Rapid Bucureti
27524,CF Brila
27527,FCM Trgu Mure
27533,Stadionul Ceahlul
27711,Mircea Sasu
27819,Ctlin Necula
27915,Lucian Chean
28147,Surface condenser
28184,John Gorrie
28191,Central heating
28193,HVAC
28287,Refrigerator
28605,Smart grid
28936,Gradiometer
29350,List of walls
29834,Boiler
30108,Greatest Britons
30236,Tesco
30303,Garforth
30412,Bradford
30426,Centrebus Holdings
30923,Deep Springs College
31018,Phenomics
31166,Heinrich Frey
31207,Hermann Loew
31794,Wardrobe malfunction
32128,Sleeved blanket
32202,Top hat
32229,16001650 in fashion
32314,Bell-bottoms
32336,Tracksuit
32378,Sweet sixteen (birthday)
32433,Shako
33243,Learning and Skills Improvement Service
33551,Radical 167
33677,Kangxi Dictionary
33830,Defense Language Aptitude Battery
35186,James Bryant Conant
35561,Metalinsulator transition
35576,Feinberg
35850,Species III
35969,Chum (tent)
36054,Mycobacterium hassiacum
36085,Mycobacterium haemophilum
36319,Roy Walford
36410,Nitrosourea
36445,Golden Bowerbird
36521,Haplogroup G (Y-DNA)
36717,Heliconia litana
37009,Plasmodium gemini
37125,Piroplasmida
37593,Cascadia subduction zone
37620,Volcano
37668,Grozny Group
37712,List of volcanoes in Russia
37735,Atlasova
37780,Mega Disasters
37815,Caldera
37819,Stratovolcano
37827,List of large volcanic eruptions
38278,Red Cones
38763,Watts Point volcanic centre
39099,Cafer Tayyar Eilmez
40097,Chemical oxygen generator
40509,Marie of Oignies
40568,C.L. Appelgate and Company
40645,List of distilleries in Scotland
41063,Aus den sieben Tagen
41098,Kathinka Pasveer
41318,Witawa
41359,Gmina anita
41728,Wicca
41751,Margot Adler
41756,Morning Glory Zell-Ravenheart
41801,Gerina Dunwich
42092,Ziryab
42192,Al-Zamakhshari
42226,Abu Dharr al-Ghifari
42229,Uthman
42245,Abd-Allah ibn Ubayy
42268,Hujr ibn Adi
42646,Muhammad Taqi Usmani
42647,Itmam al-hujjah
42655,Yusuf an-Nabhani
42712,Tawhid
42724,Islam in Iran
42736,Muhammad
42737,Mecca
42738,Shia Islam
42753,Glossary of Islam
42767,Sharia
42796,Hijab
42883,Ahmed Subhy Mansour
43118,Ibn Hawqal
43162,Nishapur
43167,Shi'a Islam in Pakistan
43187,Samarra
43229,Minaret of Freedom Institute
43279,Mohammed Zakariya
43344,Islam
43356,Fitna (film)
43361,Islamic architecture
43373,Mosque
43377,Persian people
43382,List of converts to Islam
43390,History of Islam in southern Italy
43403,Marja' (Islamic law)
43404,Syed Safdar Hussain Najafi
43475,School of Oriental and African Studies
43541,Mohammed Mahdi Akef
43927,Riyadh
43988,Shaheen (supercomputer)
44306,"Treaty of Peace with Italy, 1947"
44309,Five Power Defence Arrangements
44368,Atlantic Treaty Association
44470,Family business
44516,Qamaruzzaman Azmi
44658,William H. Hudnut III
44686,Cabinet of Syria
44762,Fawwaz Haddad
44817,Amal Hijazi
44881,Hassan and Marcus
45011,Valley of the Kings (film)
45123,Ejbeh
45234,Ras Baalbek
45331,Georges Adwan
45512,Deborah Akers
45860,Constitution of Morocco
45884,Al-Andalus
45915,French conquest of Algeria
45931,Casbah
45933,List of Sunni Muslim dynasties
46130,Makhzen
46141,Ibn 'Ata Allah
46381,List of colonial heads of Tangier
46403,Morocco
46422,Sahrawi people
46496,2011 Western Saharan protests
46963,Sentinels of the Republic
47016,Petrus de Ibernia
47227,Pope Peter VII of Alexandria
47313,List of 20th-century religious leaders
47353,Ignatius Zakka I Iwas
47411,List of religious leaders in 1927
47545,Syro-Malabar Catholic Church
47692,Syriac Orthodox Church
47979,Matthew 6:26
48144,Hattusa
48258,Rhea
48419,Speedwellbus
48525,John Fielden
48534,Cotton mill
48547,Lancashire Cotton Famine
48723,Strines
48808,In the Nick of Time
48983,Haas
49022,Larry Yudelson
49075,Mishkenot Sha'ananim
49164,Jerusalem
49281,Amos Kenan
49322,Anti-Zionism
49348,David Rubinger
49365,List of Israelis
49595,Knesset
49755,Israel
49763,Mordechai Gur
49834,Likud
49914,Jacob Isral de Haan
50198,Zionism
50332,Flag of Israel
50521,Lebanese Communist Party
50559,Fadi Frem
50580,Kataeb Party
50677,Taba Summit
50700,United Nations Security Council Resolution 446
50705,ArabIsraeli conflict
50894,Suki Lahav
50931,Bethlehem of Galilee
51009,Gazit
51039,List of kibbutzim
51530,Ma'abarot
51614,Green Line (Israel)
51641,Jewish Colonization Association
51647,Seam Zone
51676,Mount Carmel
52068,Salah Khalaf
52149,Operation Opera
52163,Yossi Harel
52350,Shams al-Din al-Ansari al-Dimashqi
52358,Tall al-Shawk
52484,List of Arab towns and villages depopulated during the 1948 Palestinian exodus
52662,Palestinian people
52721,Muhammad Abu-Nabbut
52783,Said Aburish
52815,American Task Force on Palestine
52821,Israel lobby in the United States
52842,Helena Cobban
52861,Melanie Phillips
53020,Damascus
53033,Beirut
53035,Lebanon
53036,Pan-Arabism
53042,Palestine
53091,Golan Heights
53116,Hamas
53156,United Nations Fact Finding Mission on the Gaza Conflict
53205,Amman
53207,Syria
53215,Hashemite
53373,Franois-Marie Banier
53432,Milo Sperber
53463,Sharon
53487,American Colony Hotel
53614,Shunem
53631,Fahad Albutairi
53676,NOW on PBS
53721,The Periodic Table of Videos
53766,Berechiah de Nicole
53798,Mithridates I Callinicus
53895,Now You Know (film)
54307,Fasting
54389,Raphael (archangel)
54395,James the Brother of Jesus (book)
54419,Sermon on the Mount
54455,They have pierced my hands and my feet
54646,Herodias
54752,Ichabod
54879,Sarah
54881,Jewish name
54904,Noah
54912,Septuagint
54925,Elohim
54926,Hebrews
54961,Goliath
54981,Sisera
55094,Curse of Ham
55118,God
55119,Theophany
55276,Babylonia
55277,Babylon
55336,Chaim Mordechai Aizik Hodakov
55408,Joseph ibn Verga
55409,Judah Messer Leon
55606,First Roumanian-American congregation
55611,German Reform movement (Judaism)
55642,Matzo
55657,History of the Jews in the Land of Israel
55662,Torah
55667,Hebrew language
55671,Temple in Jerusalem
55679,Va'etchanan
55784,Adin Steinsaltz
55812,Sephardi Jews
55854,Isaiah Horowitz
55991,Baal teshuva
56044,Elazar Shach
56223,Eliyahu Bakshi-Doron
56247,Shtetl
56325,Jewish humour
56490,Vendyl Jones
56685,Evangelism
56718,Abraxas
56805,Maundy Thursday
56806,Eastern Catholic Churches
56819,Liturgical book
56828,Hymn
56862,Ektenia
56901,Anglican sacraments
56913,Liturgical Movement
57045,Lutheran Worship
57122,Psalm 137
57199,First Epistle to the Corinthians
57220,Disciple (Christianity)
57225,Historicity of Jesus
57228,Mary of Bethany
57231,"James, son of Alphaeus"
57251,Raymond E. Brown
57258,Gospel of the Hebrews
57296,Denial of Peter
57395,Vetus Latina
57434,Differences between codices Sinaiticus and Vaticanus
57436,Uncial 067
57556,Papyrus 47
57606,Alexandrian text-type
57619,Minuscule 892
57648,Codex Mosquensis I
57684,Caspar Ren Gregory
57772,Uncial 0161
57800,General epistles
57873,List of New Testament lectionaries
58115,Minuscule 678
58238,Minuscule 673
58274,Minuscule 13
58280,Kurt Aland
58281,Barbara Aland
58302,Minuscule 1424
58325,Walter de Gruyter
58328,A Plain Introduction to the Criticism of the New Testament
58329,Stichometry
58380,New Testament
58383,Textus Receptus
58503,Minuscule 500
58509,Minuscule 141
58627,Minuscule 245
58738,Minuscule 405
58864,Minuscule 844 (Gregory-Aland)
58936,Minuscule 819 (Gregory-Aland)
59056,Cotton Genesis
59344,Logos
59392,Theodore Abu-Qurrah
59443,Tree of Jesse
59472,Christian eschatology
59477,Apocalypse
59480,Dispensationalism
59493,Antichrist
59628,Cult (religious practice)
59630,Divine Comedy
59639,Masada
59651,Judas of Galilee
59683,Oath
59724,Necromancy
59734,Genealogy
59774,Crux gemmata
59782,Behemoth
59788,Christian anarchism
59820,Pentecostalism
59877,Book
59919,Clergy
59930,Patriarch
59939,Roman Catechism
59966,Rowland Taylor
59992,Virginity
59999,Filioque
60033,Transfiguration of Jesus
60040,Paul the Apostle
60047,Jesus
60050,Crucifixion of Jesus
60051,Crucifixion
60066,"James, son of Zebedee"
60085,Prayer
60094,Crucifix
60095,Russian Orthodox Church
60100,Pelagianism
60113,Lutheranism
60115,Divine grace
60121,Idolatry and Christianity
60136,Christian
60140,Baptism
60144,Thirty-Nine Articles
60152,Protestant Reformation
60153,Martin Luther
60164,Eastern Christianity
60165,Orthodoxy
60166,Christian Church
60170,History of Eastern Christianity
60172,Catholic
60173,Anathema
60189,Worship
60210,Biblical Magi
60212,Myrrh
60219,Christmas
60243,Justin Martyr
60244,Origen
60282,Arianism
60304,Cross
60305,Mary (mother of Jesus)
60314,Christian debate on persecution and toleration
60316,Person of Christ
60319,Christian monasticism
60320,Monastery
60321,Monasticism
60349,Middle Ages
60360,State religion
60361,List of holidays by country
60392,Funeral
60418,Shamanism
60420,Radhanite
60421,John Hagee
60428,Encyclopdia Britannica
60521,Calvinism
60528,John Calvin
60588,Adiaphora
60593,Robert Jenson
60604,English Dissenters
60635,International Churches of Christ
60681,Chalcedonian Christianity
60700,Ascension of Jesus in Christian art
60904,Alchemy
60905,Paracelsus
61140,Abd-al-Masih (martyr)
61252,Quirinus of Sescia
61374,March 25 (Eastern Orthodox liturgics)
61413,January 8 (Eastern Orthodox liturgics)
61583,January 11 (Eastern Orthodox liturgics)
61674,Abdon and Sennen
61723,Saint Prisca
61767,Gaudentius of Brescia
61779,Exuperius
61802,Apollinaris of Ravenna
62433,Patriarch Acacius of Constantinople
62487,Joun
62523,Nisibis (East Syrian Ecclesiastical Province)
62582,Farbokht
62782,Bolus of Mendes
63319,Homogeneity (statistics)
63386,William Farr
63400,George Alfred Barnard
63605,Cultural Consensus Theory
63681,Anselmus de Boodt
63885,George Sarton Medal
64064,Lisa Anderson
64293,Sokal affair
64308,Tommaso Campanella
64312,The Magic Mountain
64354,Past
64563,Evil
64593,Value system
64594,Zaid Orudzhev
64609,Problem of evil
64751,Peter Singer
64756,Mary Midgley
64772,Cogito ergo sum
64775,Hypothesis
64777,How to Read a Book
64783,Heraclitus
64786,Plotinus
64790,Subjectivity
64806,Soul
64815,Aristotle
64816,Plato
64823,Philosophy and literature
64850,Logical positivism
64865,Epistemology
64873,Philosophy
64883,Karl Popper
64898,Friedrich Nietzsche
64904,History of philosophy in Poland
64912,Humanism
64921,Simulation hypothesis
64925,Theory of Forms
65009,Nelson Goodman
65040,Moritz Schlick
65178,Critique
65252,Oswald Spengler
65266,Cosmos
65336,Index of ethics articles
65536,Naming and Necessity
65538,Natural kind
65802,Darwin's Dangerous Idea
65924,David Miller (philosopher)
66122,Paul of Venice
66167,Automatic Press / VIP
66168,Kazimierz Twardowski
66172,Extensional definition
66207,Buridan's ass
66276,Camille Paglia
66349,Julian Ochorowicz
66392,Cornell University Press
66457,Arthur Peacocke
66466,Prospect (magazine)
66492,Ernst von Glasersfeld
66536,Anthropology
66567,Transhumanism
66572,Artificial consciousness
66639,Habituation
66668,Neurotheology
66679,Motivation
66695,Metaphor
66716,Loyalty
66722,Perception
66725,Psychology
66729,Introspection
66730,Outline of thought
66740,Spirituality
66754,Carol Gilligan
66778,Love
66834,Family
66835,Personal development
66916,Oppression
66937,Treatise
66952,Iris Marion Young
67071,Social equality
67082,Politics
67087,Karl Marx
67092,Antonio Gramsci
67115,Power (philosophy)
67121,Ludwig Feuerbach
67126,Communitarianism
67141,Totalitarianism
67160,Civics
67166,Business ethics
67389,Jean Beaufret
67527,John Milbank
67543,My Sister and I (Nietzsche)
67604,Hypermodernity
67710,Nicholas Hill (scientist)
67722,Johann Georg Sulzer
67774,De Veritate
67837,Emergent evolution
68034,Historiography
68038,Voltaire
68052,Nation
68110,Exceptionalism
68155,Systematic theology
68162,Reinhold Niebuhr
68296,John of Salisbury
68432,One-to-many
68510,Mark Rowlands
68611,Great Man theory
68676,Miki Malr
68721,Gerald Jakubowski
68763,William Arrowsmith
68939,List of Wenninger polyhedron models
68944,John Horton Conway
68958,Tesseract
68973,Polyhedron
68980,Alternation (geometry)
69249,0 (number)
69298,Duodecimal
69301,7 (number)
69309,198 (number)
69326,Ternary numeral system
69341,27 (number)
69349,189 (number)
69368,145 (number)
69373,197 (number)
69434,Giuga number
69507,Platt Rogers Spencer
69547,202 (number)
69579,555 (number)
69743,Braille
69787,List of International Organization for Standardization standards
70313,Vincent Madelgarus
70703,Alexander Mar Thoma
70774,Racial quota
70852,Day for Darfur
70877,Grim Dawn
70898,Nigel S. Rodley
71002,Rosalind Rajagopal
71010,Henry Steel Olcott
71037,Jiddu Krishnamurti
71105,The Hallowing of Nestorius
71112,Halvor Nordhaug
71156,Antonio Jacobsen
71175,Khuddam-ul Ahmadiyya
71184,Benjamin (Peterson)
71336,George Gurdjieff
71654,List of biblical names starting with F
71667,List of biblical names starting with U
71762,Herbert W. Armstrong
71765,Ambassador College
71835,Southern Adventist University
71885,Seventh-day Adventist Church
72675,188081 FA Cup
72699,Clapham Rovers F.C.
72737,Frederick Maddison (footballer)
72756,Arnold Kirke-Smith
72802,Walter Gilliat
72830,1871 in association football
72923,Charles Vintcent
73111,Ken Fish
73282,Debenham LC F.C.
73546,FK Bod/Glimt
73555,Odd Grenland
73556,Molde FK
73558,Viking FK
73565,2005 in Norwegian football
73585,Skeid Fotball
73949,Odion Ighalo
74216,FK Jerv
74457,Dave Roberts (footballer)
74550,Denis Behan
75244,Scott Case (business)
75334,Paul Shirtliff
75594,Heath Hayes F.C.
75611,Carl Heeley
76814,Sheffield
76903,Norway national football team
77019,Matthew Berkeley
77078,Mick Moore
77290,Frank Taylor (footballer born 1916)
77357,Jack Picken
77381,Tommy Northcott
77542,Peter Hodge
77621,198687 Blackpool F.C. season
77841,201213 UEFA Champions League
77984,Feethams
78103,Leighton Phillips
78154,1952 FA Cup Final
78176,193637 Stoke City F.C. season
78196,Arthur Beachill
78216,Ken Campbell (footballer)
78231,Nigel Vaughan
78353,Milton Graham
78647,Dave Syers
78836,Danny Kedwell
78853,A.F.C. Hornchurch
78854,East Thurrock United F.C.
78882,Dagenham F.C.
78899,Jon Flanagan
78916,Don Masson
79119,200708 Southern Football League
79174,Peter Coates
79239,Steve Adams (footballer)
79301,194849 Port Vale F.C. season
79335,Len Ashurst
79351,Sam Cookson (English footballer)
79501,Ronnie Rooke
79647,199495 Stoke City F.C. season
79705,197879 Port Vale F.C. season
79792,Julian Kelly
79849,Shaun Cooper
79933,North Ferriby United A.F.C.
79935,Northern Premier League
79965,National League System
80038,Boreham Wood F.C.
80096,Steve Book
80102,Michael Bell (footballer)
80113,John Marsh (footballer)
80214,Dean McDonald
80220,Tooting & Mitcham United F.C.
80240,Jimmy Gilligan
80377,Paul Jones (footballer)
80533,Keith Keane
80545,Daniel Webb (footballer)
80745,Tomasz Cywka
80800,Iain Turner
80881,Boothferry Park
81067,Maidstone United F.C. (1897)
81076,201011 Milton Keynes Dons F.C. season
81084,200708 Blackpool F.C. season
81137,Fitz Hall
81220,Andy Booth
81294,Duncan Ferguson
81300,Chris Kirkland
81305,Paddy Kenny
81351,201011 Rotherham United F.C. season
81355,201011 Stockport County F.C. season
81371,Mel Machin
81496,Giles Barnes
81507,Trevor Steven
81552,Blundell Park
81614,Keith Gillespie
81742,Mark Hudson (footballer born 1982)
81792,Paul Musselwhite
81807,Richard Beeby
81815,Martyn Woolford
81823,Umbro
81827,Robbie Fowler
81851,201011 Leicester City F.C. season
81853,Lee Sharpe
81875,Robbie Keane
81898,Hayden Mullins
81901,Bloomfield Road
81908,Sven-Gran Eriksson
81909,Craig Bellamy
81919,Phil Jagielka
81934,Graeme Souness
81952,Goalkeeper (association football)
81958,201011 Birmingham City F.C. season
81971,Molineux Stadium
81997,Loftus Road
82010,Craven Cottage
82014,The Valley (London)
82022,Goodison Park
82027,DW Stadium
82031,201011 Scunthorpe United F.C. season
82039,201011 Watford F.C. season
82059,Iain Dowie
82061,Andrew Johnson (English footballer)
82076,200809 Football League
82077,200607 Football League
82078,200506 Football League
82079,Geoff Horsfield
82080,Newport County A.F.C.
82085,Dagenham & Redbridge F.C.
82088,Football League Two
82092,Kevin Keegan
82099,List of former Football League clubs
82100,Bradford City A.F.C.
82101,Wembley Stadium (1923)
82106,Leeds United A.F.C.
82113,Rochdale A.F.C.
82119,Fulham F.C.
82120,FA Cup
82121,Liverpool F.C.
82123,Manchester United F.C.
82131,Crewe Alexandra F.C.
82133,Swindon Town F.C.
82134,Southampton F.C.
82136,Watford F.C.
82138,Nottingham Forest F.C.
82139,Gillingham F.C.
82142,Sheffield Wednesday F.C.
82146,Stoke City F.C.
82147,Port Vale F.C.
82153,Blackpool F.C.
82158,Middlesbrough F.C.
82160,Barnsley F.C.
82161,Exeter City F.C.
82162,Ipswich Town F.C.
82163,Walsall F.C.
82167,Wrexham F.C.
82168,Northampton Town F.C.
82169,Preston North End F.C.
82179,Oldham Athletic A.F.C.
82180,Peterborough United F.C.
82181,Stockport County F.C.
82182,Bury F.C.
82184,Darlington F.C.
82185,Doncaster Rovers F.C.
82188,Mansfield Town F.C.
82189,Oxford United F.C.
82190,Scunthorpe United F.C.
82192,York City F.C.
82197,Derby County F.C.
82198,Cardiff City F.C.
82208,196566 Football League
82281,Premier League
82284,Football League Championship
82303,Yeovil Town F.C.
82308,Wembley Stadium
82313,Association football
82314,Maine Road
82326,Gary Megson
82347,Forward (association football)
82375,John Terry
82386,Captain (association football)
82390,Dwight Yorke
82419,Transfer window
82445,Lee Boylan
82452,Forest Green Rovers F.C.
82453,Conference National
82499,201011 Southampton F.C. season
82504,201011 Colchester United F.C. season
82505,201011 Brighton & Hove Albion F.C. season
82559,Caretaker manager
82608,Steve Bull
82636,Midfielder
82737,Mikal Silvestre
82764,Doug Livermore
82798,Lee Cattermole
82925,Danny Shittu
82990,Substitute (association football)
83014,Defender (association football)
83074,Michael Doyle (footballer)
83088,Gordon Strachan
83178,Hucknall Town F.C.
83181,Workington A.F.C.
83199,List of football clubs in England
83264,Emile Sinclair
83273,Kevin Harper
83292,Hans Segers
83389,Goldstone Ground
83404,Steve Bloomer
83508,Cristiano Ronaldo
83536,Jos Manuel Reina
83575,Jimmy Seed
83668,Mark McGregor
83728,Lee Sawyer
83730,The Damned United
83752,Andy Woodman
83770,Goal difference
83843,Henrique Hilrio
83864,Kevin Thornton
83876,Sammy Igoe
83897,Joe Burnell
83952,Paul Sansome
84130,200910 Premier Reserve League
84225,Alan Brazil
84231,Arthur Rigby
84233,Richard Kingson
84280,Greg Strong
84317,James Bradley (footballer)
84319,The Dell (Southampton)
84387,Jos Bosingwa
84552,Fred Griffiths (footballer)
84593,Fred Pentland
84662,Manchester
84705,Henry Johnson (footballer)
84721,Dan Cunliffe
84981,List of top-division football clubs in UEFA countries
85003,Charlie Adam
85012,Steve McAnespie
85305,Newcastle upon Tyne
85323,Les Allen
85324,Steve Charles (footballer)
85551,Winsford United F.C.
85603,Brian Moore (commentator)
85709,Carbrini Sportswear
85815,Dave Ewing
85817,Crook Town A.F.C.
85871,Herbert Jones (footballer)
86000,Willie McLean (Scottish footballer)
86098,Eddie Turnbull
86162,Stuart McCaffrey
86418,Scott Severin
86600,201112 Scottish Premier League
86609,Scottish Premier League
86612,Barry Ferguson
86613,Nacho Novo
86624,Scott McDonald
86634,Alan Main
86736,201011 Scottish Second Division
86897,Clachnacuddin F.C.
86938,Celtic F.C.
86940,Hibernian F.C.
86942,Partick Thistle F.C.
86943,Aberdeen F.C.
86948,St. Johnstone F.C.
86965,St. Mirren F.C.
86984,200203 Scottish Cup
87088,John McClelland (footballer born 1955)
87098,David McEwan
87193,Scotland national under-17 football team
87220,Sammy Cox
87412,Brian Glanville
87543,2002 in association football
87590,Didier Deschamps
87698,Ricardo Quaresma
87711,Local derby
87882,Federico Giunti
88069,Serie B
88070,A.S. Livorno Calcio
88071,Calcio Catania
88178,Marco Veronese
88252,Stefano Tacconi
