Id,Label,names,pageranks
504201,,Moose,0.0001
504639,,Tasmanian devil,0.000016
504658,,Monotreme,0.000067
6944,,Baldness,0.000054
1163216,,Seinfeld,0.000152
1164400,,Curb Your Enthusiasm,0.000093
1537803,,University of Pennsylvania,0.000401
7022,,Abdominal pregnancy,0.000009
1184351,,Ogg,0.000647
7665,,Plastic,0.0002
1771948,,Improvised explosive device,0.000056
7759,,Liquid-liquid extraction,0.000021
15393,,Oxide,0.000169
434254,,Benzene in soft drinks,0.000013
915320,,United States Environmental Protection Agency,0.000284
1077617,,American Petroleum Institute,0.000029
1094308,,Steel,0.000563
7585,,Formamide,0.000009
7939,,Pyrolysis,0.000033
8055,,DuPont,0.000135
697810,,Timeline of materials technology,0.000038
841895,,Wood,0.000343
1113942,,Concrete,0.000181
7667,,Polyurethane,0.000083
12465,,Blowing agent,0.000014
15406,,Tin,0.00035
911432,,Ford Motor Company,0.000362
917326,,Pontiac Fiero,0.000015
15420,,Plutonium,0.000146
65785,,Meta,0.00003
15699,,Nuclear transmutation,0.000071
21818,,Geology,0.000358
174489,,Pliny the Elder,0.000468
647855,,Chemical Abstracts Service,0.000062
1089360,,Materials science,0.000244
1090966,,Atomic nucleus,0.000225
1091056,,Physics,0.000936
1101709,,Mathematics,0.001298
7896,,Atmosphere (unit),0.000115
10516,,Ostwald process,0.000033
20454,,Cubic crystal system,0.000041
680536,,Scuba diving,0.000236
841892,,Nitrogen fixation,0.00014
21845,,Lithosphere,0.000191
118873,,Submarine,0.000382
199559,,Uppsala,0.000075
866378,,Solar System,0.000249
885852,,Spider,0.000082
926334,,Space suit,0.000046
1090992,,Robert Hooke,0.000054
1091068,,Spin (physics),0.000233
1213678,,Limestone,0.000578
1302634,,Moon,0.000455
7801,,Hydrodesulfurization,0.000009
252843,,Electric current,0.000258
252907,,Direct current,0.000226
925675,,Spacecraft,0.000175
20605,,Plagioclase,0.00007
21030,,Dolomite,0.000185
118980,,Torpedo,0.000099
49755,,Israel,0.002144
53208,,Jordan,0.000437
1279626,,Belarus,0.000426
1537793,,North Carolina State University,0.00008
9132,,Methicillin-resistant Staphylococcus aureus,0.000075
21091,,Mining,0.000423
174509,,Julius Caesar,0.000791
174674,,Hispania,0.000515
1167685,,Cyprus,0.000755
1204794,,Neolithic,0.000882
1700700,,tzi the Iceman,0.000139
7874,,Filtration,0.000009
7883,,List of inventors,0.000018
8516,,Medical school,0.00015
31806,,Brassiere,0.000029
32159,,Trousers,0.000021
46403,,Morocco,0.000664
53042,,Palestine,0.00032
53207,,Syria,0.00092
88990,,Italian people,0.000296
112785,,Venezuela,0.000721
155665,,Floruit,0.000072
189302,,Armenia,0.000432
252824,,Philo Farnsworth,0.000057
253322,,John Ambrose Fleming,0.00002
255583,,Phonograph,0.000259
255728,,Liquid crystal display,0.000089
367035,,Turkey,0.001693
368790,,Murasaki Shikibu,0.000095
405704,,Iran,0.001521
413732,,Serbia,0.000925
471303,,Iraq,0.001376
474384,,Lithuania,0.000732
483783,,Yemen,0.000423
502253,,Motorboat,0.000015
558166,,Diesel locomotive,0.000086
619317,,Ukraine,0.001089
682479,,Bulgaria,0.000868
713837,,Azerbaijan,0.000277
782188,,Postage stamp,0.000268
785921,,Romania,0.0013
789000,,Estonia,0.000613
817457,,Novel,0.000486
832420,,Muhammad Yunus,0.000037
877164,,George Eastman,0.000049
897495,,Slovenia,0.00064
946976,,Basketball,0.001373
1064197,,CinemaScope,0.000049
1090995,,J. Robert Oppenheimer,0.000088
1122525,,Tipu Sultan,0.00003
1134996,,Flight,0.000102
1135016,,Machine gun,0.000161
1135948,,Wing,0.000063
1136379,,Parachute,0.000113
1136803,,Wind tunnel,0.000042
1136813,,Zeppelin,0.000089
1137334,,Yakovlev,0.000045
1140412,,Ethiopia,0.000677
1163476,,Television,0.001213
1163703,,Hedy Lamarr,0.000042
1174771,,Photography,0.000406
1232959,,Clay,0.00026
1254241,,AK-74,0.000041
1254312,,Assault rifle,0.000173
1313468,,Poland,0.002173
1386407,,Skyscraper,0.000221
1401944,,Benjamin Franklin,0.000294
1439340,,Malaysia,0.000931
1452789,,Vodka,0.000072
1491562,,Glass harmonica,0.000028
1521628,,Helicopter,0.00021
1523138,,Ivan Kulibin,0.00001
1537250,,University,0.000703
1625918,,Czechoslovakia,0.000831
1634038,,Igor Spassky,0.00001
1648689,,Richard Trevithick,0.000077
1703437,,Robotics,0.000231
1723902,,Printing press,0.000303
1728901,,Optical character recognition,0.000153
1771244,,John Ericsson,0.000012
1771549,,Steam engine,0.000146
1777745,,Sundial,0.000015
9896,,Digitalis,0.000057
14270,,Photomorphogenesis,0.00001
350468,,John Woodward (naturalist),0.00001
843548,,Flower,0.000438
847575,,Greenhouse,0.000106
15427,,Europium,0.000049
15473,,Phosphor,0.000029
15852,,Lawrence Livermore National Laboratory,0.000087
168872,,Oxyrhynchus,0.000053
252871,,Sensor,0.00011
523573,,Passport,0.000071
656326,,Paraguay,0.000346
1729138,,Flash memory,0.000209
7929,,Potassium perchlorate,0.000009
1254867,,Ammunition,0.000038
7948,,Sodium sulfide,0.000014
1175077,,BBC News,0.001202
1234540,,Biodiversity,0.00055
232926,,South Carolina,0.000517
807526,,Market capitalization,0.000265
807904,,U.S. Securities and Exchange Commission,0.000175
912961,,NASCAR,0.000323
1168896,,President,0.000486
1398944,,Supreme Court of the United States,0.000898
1400546,,United States Congress,0.001146
1400636,,Ronald Reagan,0.000924
1407254,,"Richmond, Virginia",0.000273
1424459,,National Historic Landmark,0.000362
8087,,By-product,0.000033
8698,,Gelatin,0.000042
28143,,Waste heat,0.000027
842999,,Bark,0.000067
1650933,,Sorghum,0.000096
8155,,Life extension,0.000019
9477,,Heart rate,0.000045
8178,,Space-filling model,0.000009
842506,,Hardwood,0.000101
8188,,Disability,0.000288
135504,,Femininity,0.000054
880439,,New Zealand,0.001655
1167674,,Citizenship,0.000224
1554695,,Paralympic Games,0.000105
1740339,,Personal computer,0.000582
60195,,Paganism,0.000345
409641,,Bosnia and Herzegovina,0.000617
1156958,,Ukok Plateau,0.000013
1328938,,Thoroughbred,0.000277
1393952,,British Army,0.00083
1650690,,Oxford English Dictionary,0.001109
10931,,Non-gonococcal urethritis,0.000014
172521,,Venus (mythology),0.000132
8871,,Heroin,0.000151
9245,,Progressive multifocal leukoencephalopathy,0.000025
1060980,,San Francisco Chronicle,0.000355
1139308,,Democratic Republic of the Congo,0.000297
1400635,,Bill Clinton,0.00115
1496185,,Vienna,0.001113
1653406,,Nigeria,0.000536
8309,,Index of sexology articles,0.000009
11586,,Gender,0.000233
26185,,Genophobia,0.000009
56736,,Concupiscence,0.000023
68509,,Stockholm syndrome,0.000025
135480,,LGBT,0.000369
135488,,Transgender,0.000172
136668,,Sexism,0.000138
279119,,Marriage,0.000661
352543,,Fantasy,0.000307
485096,,Assortative mating,0.000022
508061,,Monogamy,0.000049
595259,,Patrilocal residence,0.000009
596169,,Relationship counseling,0.000027
687638,,Pornography,0.000117
847505,,Hermaphrodite,0.000106
1067607,,Mnage  trois,0.000014
1068056,,Pimp,0.000033
1132613,,Nunsploitation,0.000009
1295880,,Fleshlight,0.000009
1399973,,Same-sex marriage,0.000331
1469554,,Physical intimacy,0.000009
1516620,,Puritan,0.00049
1636703,,Sex strike,0.000009
1742362,,Tomboy,0.000018
60171,,Catholicism,0.000523
647860,,PubMed,0.000048
1105998,,Catholic Church,0.002589
1175416,,The Independent,0.000951
1184270,,About.com,0.000359
1185099,,The Observer,0.000452
1539426,,University of Michigan,0.000531
8320,,Tanning,0.000054
170336,,Chariot,0.000141
196174,,Old High German,0.000215
512158,,Mangrove,0.000213
8339,,Phenylketonuria,0.000009
187620,,Ireland,0.001533
195254,,Norway,0.001235
370894,,Finland,0.001062
1651007,,Pasta,0.000064
8371,,Sugar substitute,0.000037
450027,,University of Oxford,0.000774
539763,,Department of Trade and Industry (United Kingdom),0.000029
544109,,University of Liverpool,0.000047
958713,,University of Glasgow,0.000068
1470868,,University of Birmingham,0.000055
8525,,General practitioner,0.00004
9165,,GlaxoSmithKline,0.000109
218660,,Patriotism,0.000103
610467,,Australian Broadcasting Corporation,0.000369
1108161,,Professor,0.000263
1754333,,Senior Lecturer,0.000012
23096,,Kampala,0.000056
187541,,Republic of Ireland,0.001129
237131,,High school,0.000405
240579,,State school,0.000166
280589,,Pennsylvania,0.001099
442007,,Pakistan,0.001453
459411,,Flanders,0.000434
621948,,Chile,0.000904
624053,,Iceland,0.000494
652939,,Academic degree,0.000217
1099474,,Statistics,0.00057
1389257,,Bolivia,0.000521
1609252,,Quebec,0.000945
1711932,,Nepal,0.000459
117472,,United States Navy,0.001102
350264,,Royal College of Physicians,0.000044
8539,,Herbalism,0.000052
60085,,Prayer,0.000191
471280,,Baghdad,0.000526
526331,,University of Lincoln,0.000031
843281,,Chinese herbology,0.000011
847337,,Willow,0.000098
1650792,,Turmeric,0.000043
1650907,,Chicken,0.000194
853552,,Lepidoptera,0.000291
8655,,Camphor,0.000039
42732,,Quran,0.00018
8662,,Aroma compound,0.00001
1650857,,Clove,0.000096
1652042,,Orange (fruit),0.000163
8672,,Eating,0.000018
9764,,Dieting,0.000027
54307,,Fasting,0.000101
8673,,Reference Daily Intake,0.000009
802030,,Romani people,0.000589
877012,,Photographic film,0.000079
1651722,,Nabisco,0.000022
1651752,,Marshmallow,0.000033
8846,,Methamphetamine,0.000072
11931,,Neurocognitive,0.000022
8824,,Bupropion,0.000017
9585,,Crohn's disease,0.000027
9568,,Pallor,0.000011
394841,,South Korea,0.000995
457163,,Slang,0.000287
575780,,Czech Republic,0.000814
825703,,Columbia University,0.000768
1115621,,Glassblowing,0.000054
1159788,,Adolf Hitler,0.001161
1731573,,Portmanteau,0.000179
8850,,Nortriptyline,0.000009
9961,,Hydromorphone,0.000013
145928,,Mike Ness,0.000018
346550,,Odense,0.00004
346657,,Copenhagen,0.000332
568995,,Colombia,0.000715
1022392,,Charlie Parker,0.000081
1022398,,Miles Davis,0.000147
1025581,,Billie Holiday,0.000057
1061040,,River Phoenix,0.00003
1125357,,Afghanistan,0.001035
1125362,,War in Afghanistan (2001present),0.000585
1179034,,Bad Religion,0.000049
1179049,,Courtney Love,0.000054
1179216,,Ramones,0.000081
1179587,,Alice in Chains,0.000092
1184551,,Allmusic,0.001069
1397607,,Zero tolerance,0.000022
8902,,Benzodiazepine withdrawal syndrome,0.000009
9478,,Cyanosis,0.000011
11080,,Rate equation,0.000012
253107,,Distortion,0.000148
267270,,Dallas,0.00046
1406267,,United States Army,0.000694
1537395,,University of Chicago,0.000457
1715239,,The Economist,0.000964
58885,,British Library,0.000296
117739,,San Diego,0.000248
138509,,Austria,0.001363
243528,,Florida,0.000981
335131,,Georgia (U.S. state),0.000819
461123,,Blas Valera,0.000017
488250,,Gold medal,0.000308
945252,,"Memphis, Tennessee",0.000295
961861,,Starbucks,0.000129
1208256,,Puerto Rico,0.000808
1549575,,United States Department of Defense,0.000391
9008,,Multiple sclerosis signs and symptoms,0.000009
9019,,Medical prescription,0.000014
1099852,,Data mining,0.00014
9037,,Intention tremor,0.000009
1121863,,Yoga,0.000197
9136,,Flucloxacillin,0.000009
9147,,Amikacin,0.00001
187617,,Cork (city),0.000178
237423,,"Zebulon, North Carolina",0.000015
239728,,New Jersey,0.001006
807848,,FTSE 100 Index,0.000093
808122,,Public limited company,0.000063
1400006,,North Carolina,0.000758
1400579,,Chuck Grassley,0.000018
1491443,,Parma,0.000112
1537415,,University of North Carolina at Chapel Hill,0.000097
1776257,,Maidenhead,0.000023
9851,,Genetic predisposition,0.000024
1612964,,Canadian Broadcasting Corporation,0.000499
279029,,U.S. state,0.001212
408241,,Costa Rica,0.000316
752816,,United States Virgin Islands,0.000208
1167402,,Censorship,0.000224
1400547,,Barack Obama,0.001564
1400548,,George W. Bush,0.001336
1400638,,United States Senate,0.001118
12073,,Clinical death,0.000022
816971,,Science fiction,0.000614
1510312,,Murder,0.00013
1731556,,Vampire,0.000118
1400634,,White House,0.000629
1204836,,Geneva,0.000528
1354957,,Ghana,0.000289
9402,,Acute pancreatitis,0.000029
9431,,Tracheal intubation,0.000013
9421,,Goodpasture's syndrome,0.000009
9920,,Cardiac dysrhythmia,0.000011
10030,,Spinal cord injury,0.000016
1091124,,Measuring instrument,0.000073
9471,,Amiodarone,0.000013
477997,,Tour de France,0.000249
1537096,,University of Missouri,0.000091
9531,,Peritoneal dialysis,0.000009
823508,,Random House,0.000259
1205228,,Basel,0.000207
172232,,Greeks,0.00078
976325,,Peter Paul Rubens,0.000237
9941,,Levofloxacin,0.00001
16146,,Gamma ray,0.000089
606194,,Canberra,0.000361
614233,,Western Australia,0.000352
9700,,Superior mesenteric artery syndrome,0.000009
9713,,Puppy strangles,0.000009
9771,,History of general anesthesia,0.000009
43488,,Abbasid Caliphate,0.000193
66964,,Modernity,0.000094
361446,,Edo period,0.000263
362354,,Rangaku,0.000081
1090214,,Royal Institution,0.000016
1463418,,Tajikistan,0.000287
843323,,Digitalis purpurea,0.000013
843375,,Perennial plant,0.000125
843550,,Ornamental plant,0.000057
845238,,Eudicots,0.000263
10314,,CD80,0.000009
10325,,Phosphatidic acid,0.000009
10391,,Aging-associated diseases,0.000009
10439,,Rabbit haemorrhagic disease,0.000009
217994,,German Democratic Republic,0.000291
294055,,Utah,0.000386
10487,,Isobutyric acid,0.000009
10661,,Henry Heimlich,0.000014
133644,,New Rochelle High School,0.00001
289420,,Cincinnati,0.00031
1403254,,Delaware,0.000283
11005,,Perinatal infection,0.000009
11022,,Downstream core element,0.000009
11190,,"1,2-Dichloroethene",0.000009
11432,,Biosafety level,0.000009
102326,,Lombardy,0.000246
266009,,"Galveston, Texas",0.000076
337227,,Atlanta,0.000817
371470,,Helsinki,0.000214
462697,,Geelong,0.000055
465164,,Queensland,0.000358
465383,,"St Lucia, Queensland",0.000009
467752,,Hamburg,0.000468
989652,,Rhne-Alpes,0.000066
1108125,,Rome,0.001616
1168756,,Gabon,0.000088
1313480,,Warsaw,0.000678
1358586,,Madrid,0.000762
