Id,Label,names,pageranks
5472,,Meninges,0.000066
8188,,Disability,0.000323
11876,,Mental health,0.000167
762226,,Boxing,0.000732
10054,,Cholinesterase,0.000039
5416,,Electromyography,0.000027
9835,,Multiple system atrophy,0.000011
252894,,Amplitude,0.000156
309776,,Seattle,0.000547
1091782,,Time,0.000175
1726447,,Microsoft,0.001385
5437,,Neural pathway,0.000016
5565,,Glucokinase,0.000009
5951,,Exon,0.00006
5986,,Gene,0.000461
6647,,Evolution,0.000691
7857,,Phosphorus,0.000268
9517,,Diabetes mellitus,0.00017
9521,,Hypoglycemia,0.000088
54307,,Fasting,0.000157
510119,,Reptile,0.000204
5644,,Signal transduction,0.000101
5793,,Tyrosine,0.000027
5968,,Gene expression,0.000186
6246,,Chemokine,0.000043
6262,,Pathogen,0.000305
6290,,NF-B,0.00008
6346,,Cytokine,0.0001
6640,,Yeast,0.000191
5661,,List of types of proteins,0.000009
1650907,,Chicken,0.000242
5803,,Tryptophan,0.000052
5881,,Escherichia coli,0.000268
6788,,Human,0.000711
60219,,Christmas,0.000486
1537762,,University of Arizona,0.000122
5846,,Hydrophobic effect,0.000009
5866,,Meiosis,0.000148
6552,,Protozoa,0.00011
6646,,Natural selection,0.000385
9358,,Death,0.000354
503692,,Adaptation,0.0002
5988,,Biotechnology,0.000351
7196,,Large intestine,0.000059
12285,,Ernst Haeckel,0.000127
1650790,,Fenugreek,0.000055
5897,,Biomedical scientist,0.00001
6443,,Immunology,0.000077
9369,,Disease,0.000403
9426,,Diagnosis,0.000023
1091056,,Physics,0.000907
1099474,,Statistics,0.000544
1100446,,Interpretation (logic),0.000029
1537248,,College,0.000363
1537250,,University,0.000614
1537354,,Master's degree,0.000268
5942,,Messenger RNA,0.000186
6083,,Two-hybrid screening,0.000055
6341,,HIV,0.000515
6479,,Enzyme assay,0.000046
9522,,Starvation,0.000253
1095738,,Molecular modeling on GPU,0.000046
5961,,Operon,0.000061
5958,,Retrovirus,0.000124
6097,,Germline,0.000075
6390,,Placenta,0.000139
824388,,The New Yorker,0.000453
5979,,Genetics,0.000569
12301,,Franois Jacob,0.000018
12350,,Pascale Cossart,0.000016
6023,,Complementary DNA,0.000023
7239,,Random coil,0.000022
9293,,Penicillin,0.00014
8680,,Nutrition,0.000093
12016,,Maurice Wilkins,0.000085
60428,,Encyclopdia Britannica,0.001371
253123,,Negative feedback,0.000071
503689,,Molecular clock,0.000111
532464,,Selective breeding,0.000144
1079818,,Charles Darwin,0.000592
1650890,,Pea,0.000099
64775,,Hypothesis,0.00014
346549,,Denmark,0.00109
459249,,Belgium,0.001339
1464928,,Species,0.000917
6602,,Tissue culture,0.000025
8567,,Alexander Fleming,0.000095
11205,,Biofuel,0.000108
118144,,General Electric,0.000373
121348,,World War I,0.004132
519419,,Philippines,0.001569
577977,,Thailand,0.000968
727233,,Rice,0.000422
727234,,Maize,0.000463
802061,,History,0.000645
836802,,Tobacco,0.000444
1108125,,Rome,0.001539
1161029,,Vietnam,0.000886
1400546,,United States Congress,0.001111
1439340,,Malaysia,0.001079
1531534,,Engineering,0.000776
1537128,,Yale University,0.000809
1650247,,Safflower,0.000038
1650860,,Potato,0.000247
845237,,Flowering plant,0.000504
6077,,Synthetic biology,0.000029
1409704,,Harvard University,0.001039
1537760,,"University of California, Berkeley",0.000426
1537761,,Stanford University,0.000714
1726863,,Open source,0.000308
6096,,Toxin-antitoxin system,0.000009
12199,,Caulobacter crescentus,0.00001
7885,,Plant physiology,0.000027
60349,,Middle Ages,0.002289
64815,,Aristotle,0.001119
349535,,List of biologists,0.000026
423397,,Solar energy,0.000175
509910,,Paleontology,0.000189
511647,,"Georges-Louis Leclerc, Comte de Buffon",0.000057
598215,,Sociology,0.000769
802057,,Population,0.000537
824590,,Essay,0.000145
833261,,Habitat,0.0002
1234559,,Ecology,0.00027
6718,,Rabies,0.000072
7394,,Alcohol,0.000329
9365,,Tuberculosis,0.000744
174556,,Ancient Rome,0.001701
1090992,,Robert Hooke,0.000111
1168384,,1951,0.000047
6197,,Medical biology,0.000009
6347,,Macrophage,0.000155
6340,,Malaria,0.00061
6760,,Diphtheria,0.000139
5796,,Glutamine,0.000021
7725,,Glycerol,0.00005
7852,,Iron,0.000626
504030,,Elephant,0.000123
1091197,,Work (thermodynamics),0.000023
8209,,Mosquito,0.00014
853553,,Moth,0.000245
6908,,Uterus,0.000088
137473,,Women's rights,0.000102
1123960,,Aryan,0.000175
6716,,Vector (epidemiology),0.000091
9349,,Vomiting,0.000166
117469,,Panama Canal,0.000241
121347,,World War II,0.006425
172893,,Roman Empire,0.002585
244646,,Massachusetts,0.001254
460598,,Peru,0.000719
578888,,Laos,0.000553
833394,,Endemism,0.000564
1090227,,Imperial College London,0.000113
1126068,,Algeria,0.000443
1168717,,Cuba,0.001089
1252255,,Burkina Faso,0.000185
1362343,,Brazil,0.001968
1537730,,Case Western Reserve University,0.00005
1655582,,People's Republic of China,0.001969
1672885,,Angola,0.000374
8220,,Tattoo,0.000115
8308,,AIDS,0.000646
12338,,Luc Montagnier,0.000031
12486,,Condom,0.000069
117480,,San Francisco,0.000954
244859,,Boston,0.001222
1168768,,Senegal,0.000295
1383396,,South Africa,0.001649
507399,,Raven,0.000063
619317,,Ukraine,0.001199
880439,,New Zealand,0.001798
1389257,,Bolivia,0.000535
1653406,,Nigeria,0.000733
9335,,Pre-eclampsia,0.000021
170254,,Athens,0.000962
1234444,,Trophic level,0.00005
8252,,Xylitol,0.000046
187541,,Republic of Ireland,0.001178
287376,,French people,0.000407
797027,,Ascomycota,0.000075
1205255,,Switzerland,0.001504
64883,,Karl Popper,0.000307
65802,,Darwin's Dangerous Idea,0.000039
67087,,Karl Marx,0.000712
84662,,Manchester,0.000736
485204,,Richard Lewontin,0.000024
512270,,Eye,0.000073
598911,,Communism,0.000781
792557,,Steve Jones (biologist),0.000032
1079817,,William Charles Wells,0.000037
1104236,,Algorithm,0.000295
1169041,,Soviet Union,0.00287
64873,,Philosophy,0.001205
66536,,Anthropology,0.000557
503943,,Extinction,0.000301
509991,,Dinosaur,0.000185
1093694,,National Science Foundation,0.000367
1563783,,Horse,0.000201
6661,,Ecdysone receptor,0.000009
6712,,Hepatitis E,0.000012
511774,,Sahara,0.00018
504055,,Mongoose,0.000074
509992,,Type species,0.00007
270087,,Unincorporated area,0.000203
279115,,United States Census Bureau,0.001347
1099743,,Statistician,0.000075
1400638,,United States Senate,0.001196
1457593,,Russia,0.002469
1537180,,Emory University,0.000048
1716047,,Economist,0.000187
11665,,Galen,0.000099
138509,,Austria,0.001511
190657,,Honduras,0.000317
1039339,,The Sunday Times,0.000529
1127229,,Fiji,0.00029
127140,,United Kingdom of Great Britain and Ireland,0.000703
367025,,Ottoman Empire,0.001958
405704,,Iran,0.001501
413732,,Serbia,0.000948
415734,,Croatia,0.000635
446994,,Spain,0.00253
467752,,Hamburg,0.000491
471303,,Iraq,0.001104
619972,,Russian Empire,0.000985
682479,,Bulgaria,0.000921
785921,,Romania,0.001393
816971,,Science fiction,0.000666
832501,,Bangladesh,0.000703
1059943,,Doomsday (film),0.000014
1062566,,I Am Legend (film),0.000028
1115861,,Canary Islands,0.000294
1168891,,Christopher Columbus,0.000484
11948,,Adolescence,0.000112
55118,,God,0.000945
64790,,Subjectivity,0.000041
64806,,Soul,0.000152
64865,,Epistemology,0.000232
64912,,Humanism,0.000281
66679,,Motivation,0.000079
66729,,Introspection,0.000068
66778,,Love,0.000114
66834,,Family,0.000324
68052,,Nation,0.000465
110758,,Namibia,0.000351
169735,,Epic poetry,0.000329
237140,,White,0.000205
364684,,Portuguese language,0.000751
366879,,Turkish language,0.000501
367026,,Istanbul,0.000812
394836,,Seoul,0.000407
396694,,Korean language,0.000323
404418,,Tehran,0.000262
456246,,Russian language,0.000835
457043,,Linguistics,0.000578
457097,,Language,0.000734
457104,,Cognate,0.000382
492663,,Moscow,0.000903
519323,,Manila,0.000215
571433,,Ethnic group,0.000579
581813,,Mumbai,0.000552
581882,,Hindi,0.000473
583924,,Tamil language,0.000511
587595,,Telugu language,0.000305
596024,,Sigmund Freud,0.000377
598216,,Max Weber,0.00028
636839,,Karachi,0.000138
822844,,Non-fiction,0.000125
832256,,Bengali language,0.000243
847351,,Carl Linnaeus,0.000162
977618,,Art,0.000471
978668,,Art history,0.000179
1136287,,Aircraft,0.000466
1167668,,Racism,0.000417
1168772,,Swaziland,0.000289
1174967,,Los Angeles,0.0018
1205348,,German language,0.001939
1205356,,French language,0.00207
1234298,,Deforestation,0.000287
1338374,,United Nations Development Programme,0.000614
1344246,,Market,0.000188
1362324,,Rio de Janeiro,0.00034
1362325,,So Paulo,0.000422
1398130,,Law,0.000849
1398585,,Crime,0.000257
1441480,,Indonesian language,0.0002
1714888,,Capital (economics),0.000405
1716289,,Economics,0.000849
1728090,,Internet,0.001379
1740121,,Artificial intelligence,0.000298
1765123,,Archaeology,0.000522
6821,,Hepatology,0.00003
9629,,Screening (medicine),0.000048
9648,,Abdomen,0.000097
7195,,Peritoneum,0.000029
504632,,Kangaroo,0.00012
504658,,Monotreme,0.000073
6924,,Hormonal therapy (oncology),0.000009
7056,,History of pharmacy,0.00001
7862,,Copper,0.000582
7122,,Hypokalemic periodic paralysis,0.000009
9194,,Hyperthyroidism,0.000027
7135,,American Cancer Society,0.000036
112005,,Education,0.000935
512203,,Shark,0.00026
69249,,0 (number),0.000039
1099610,,Probability,0.000156
7437,,Furan,0.000014
7440,,Diazo,0.000009
15470,,Graphite,0.000202
7687,,Potassium iodide,0.000013
7745,,Potassium chloride,0.000054
9585,,Crohn's disease,0.000024
7697,,Hydrogen chloride,0.000115
20454,,Cubic crystal system,0.000073
331989,,Hurricane Katrina,0.000392
727231,,Sugarcane,0.000198
1092169,,Physical Review,0.000084
276012,,ARCO,0.000021
304410,,Esso,0.000044
1094760,,Pump,0.000063
1090276,,Quantitative property,0.000018
1091001,,Dimensional analysis,0.000018
1099430,,Least squares,0.000061
7742,,Titanium dioxide,0.000087
15501,,Zirconium dioxide,0.000049
20995,,Rutile,0.000042
870531,,Asteroid,0.000287
1538050,,Arizona State University,0.000119
7989,,Potassium chlorate,0.00007
20441,,Crystal structure,0.000069
543242,,The Times,0.001608
876646,,Color,0.000169
1091170,,Radiation,0.000098
1169663,,Jack Kevorkian,0.000028
15114,,Paul Hroult,0.000018
15403,,Silver,0.000482
1091012,,Mass,0.000273
1094745,,Friction,0.000115
20612,,Olivine,0.000099
869760,,Hubble Space Telescope,0.000165
1039346,,BBC,0.002954
1090892,,Superconductivity,0.000125
1091109,,Schrdinger equation,0.000107
1136813,,Zeppelin,0.000149
1681118,,Wind,0.000214
7844,,Fluoride,0.000019
9955,,Halothane,0.000013
1092119,,Positron,0.000053
925675,,Spacecraft,0.000183
15483,,Radionuclide,0.000032
58380,,New Testament,0.000933
132496,,Wrought iron,0.00006
174489,,Pliny the Elder,0.000451
365107,,Anatolia,0.000614
870294,,Planetary differentiation,0.000096
15412,,Uranium,0.000476
16145,,Beta particle,0.000045
21006,,Space group,0.000101
46403,,Morocco,0.000709
169672,,Greek mythology,0.000474
243528,,Florida,0.000887
294055,,Utah,0.000399
171152,,Crete,0.000505
174674,,Hispania,0.00047
255703,,Integrated circuit,0.000162
412841,,Prokuplje,0.000068
1204794,,Neolithic,0.00085
843516,,Seed,0.000212
876727,,Green,0.0002
40097,,Chemical oxygen generator,0.000019
8020,,Ablation,0.000038
1427511,,Fire protection,0.000018
8043,,Phytoremediation,0.000027
1652287,,Mustard plant,0.000063
1771549,,Steam engine,0.000149
8084,,Refinery,0.000031
69743,,Braille,0.000053
448119,,Aylesbury,0.000057
8423,,Head,0.000037
504214,,Crepuscular,0.000088
512412,,Goldfish,0.000058
1695792,,Fly,0.00013
42738,,Shia Islam,0.000291
55662,,Torah,0.000332
60172,,Catholic,0.000415
175505,,Germanic peoples,0.000657
1091080,,Magnetic field,0.000203
1179161,,Janis Joplin,0.000105
1202276,,Samoa,0.000212
1328938,,Thoroughbred,0.000279
1393952,,British Army,0.000824
1563927,,Livestock branding,0.000035
1650320,,Halal,0.000067
8270,,List of clinically important bacteria,0.000009
9455,,Esophagus,0.000145
9605,,Lung cancer,0.000219
135487,,Homosexuality,0.000403
1060980,,San Francisco Chronicle,0.000308
1332511,,Arthur Ashe,0.000077
1496185,,Vienna,0.001177
1510170,,Sexual assault,0.000075
1714827,,Tax,0.000382
8395,,Vulva,0.000018
59992,,Virginity,0.000041
172521,,Venus (mythology),0.000041
1344258,,Police,0.000248
8495,,Orthopedic surgery,0.00003
18857,,Vietnam War,0.001117
8503,,List of medical specialty colleges in the United States,0.000009
1283154,,Hospice,0.000017
1400304,,African American,0.001066
8539,,Herbalism,0.00005
195254,,Norway,0.001258
364585,,Portugal,0.001696
1144131,,Henry VIII of England,0.000689
8523,,David Grant USAF Medical Center,0.000009
22222,,Tsunami,0.000208
119785,,Korean War,0.00082
1125357,,Afghanistan,0.001213
1398944,,Supreme Court of the United States,0.000932
1400636,,Ronald Reagan,0.00095
1714845,,Milton Friedman,0.000403
9234,,Medical cannabis,0.000016
9839,,Ephedra,0.000055
60085,,Prayer,0.000266
60212,,Myrrh,0.00003
60905,,Paracelsus,0.000104
324176,,Medicine man,0.000028
847184,,Magnolia,0.000083
1461267,,Butterfly,0.00011
1650600,,Oregano,0.000075
1652069,,Honey,0.000105
9479,,Myocardial infarction,0.000278
542390,,University of London,0.000243
575048,,Prague,0.000666
626411,,Essex,0.000241
1010691,,Edward Abraham,0.000014
1134232,,Nazi Germany,0.001759
1392808,,Western Front (World War I),0.000296
1648079,,Dagenham,0.00012
1778738,,St Paul's Cathedral,0.000128
8569,,William Harvey,0.00027
95793,,Lancashire,0.000264
782188,,Postage stamp,0.000228
979519,,British Museum,0.000376
1113990,,Frankfurt,0.000437
1171406,,Charles I of England,0.000493
8605,,Zinc pyrithione,0.000009
9303,,Choline,0.000025
55277,,Babylon,0.000228
71885,,Seventh-day Adventist Church,0.000247
1400680,,C-SPAN,0.000088
1651007,,Pasta,0.000118
8714,,Indole-3-carbinol,0.000009
8830,,Serotonin syndrome,0.000009
9081,,Mental confusion,0.000012
8966,,Amisulpride,0.000009
8988,,Neurotransmission,0.000013
9016,,Drug overdose,0.000033
9037,,Intention tremor,0.000009
9437,,Trauma (medicine),0.000012
1121356,,Meditation,0.00021
1121863,,Yoga,0.000254
9063,,Transdermal patch,0.000009
10910,,Medical device,0.000013
9176,,Bayer,0.000031
112785,,Venezuela,0.000658
237919,,Mississippi,0.000382
280589,,Pennsylvania,0.001124
370894,,Finland,0.001137
621948,,Chile,0.000971
656326,,Paraguay,0.000312
752559,,Jamaica,0.000491
802740,,Hungary,0.001046
807813,,Chief executive officer,0.000697
807937,,New York Stock Exchange,0.000281
842999,,Bark,0.000035
885247,,Uruguay,0.000376
891600,,Miles Laboratories,0.000009
1160188,,Josef Mengele,0.00004
1168743,,Barbados,0.00033
1330831,,Euro,0.00088
1388325,,Nicaragua,0.00041
1535282,,Pittsburgh,0.000558
1570204,,Ecuador,0.000523
148118,,Complutense University of Madrid,0.000012
232492,,Maine,0.000544
279029,,U.S. state,0.00142
446672,,Aragon,0.000221
1400313,,Virginia,0.001043
1404369,,Commerce Clause,0.000159
9240,,International Nonproprietary Name,0.000011
76814,,Sheffield,0.000228
121350,,Invasion of Normandy,0.000269
121353,,Allies of World War II,0.001079
1650265,,Spinach,0.000054
9320,,High-density lipoprotein,0.000009
647838,,Journal Citation Reports,0.000036
647851,,Current Contents,0.000027
647881,,Thomson Reuters,0.000113
9331,,Systemic disease,0.000031
9867,,Smoking,0.000051
9690,,Bowel obstruction,0.000029
1144213,,Treason,0.000337
1168964,,Political corruption,0.000333
1510313,,Capital punishment,0.000232
1518846,,Estate (law),0.000133
1731556,,Vampire,0.000128
1113942,,Concrete,0.000151
1383398,,Cape Town,0.000292
64609,,Problem of evil,0.00012
66695,,Metaphor,0.000146
1400634,,White House,0.000727
1403656,,Slavery,0.000768
9431,,Tracheal intubation,0.00001
177703,,Friedrich Trendelenburg,0.00001
1090312,,Optical fiber,0.000098
1091124,,Measuring instrument,0.000063
1358871,,Andalusia,0.000247
117472,,United States Navy,0.001103
804470,,Demographics,0.000147
543096,,University College London,0.000251
1399282,,Common law,0.000997
9482,,Acute kidney injury,0.000009
12866,,Hemofiltration,0.000012
9524,,Metformin,0.000023
1250252,,Malta,0.000486
172954,,Claudius,0.000303
347857,,St Columb Major,0.000021
1160207,,Auschwitz concentration camp,0.000123
1233966,,Overpopulation,0.000221
239742,,Internet Archive,0.000394
9586,,Ulcerative colitis,0.00002
10701,,Uveitis,0.000021
1662522,,Bhutan,0.000356
9637,,Bloodletting,0.00004
1401970,,George Washington,0.000865
1402017,,United States Declaration of Independence,0.000498
853552,,Lepidoptera,0.000316
9661,,Organ transplantation,0.000023
575780,,Czech Republic,0.000808
1184351,,Ogg,0.000723
9813,,Parotitis,0.000009
858850,,Portable Document Format,0.000376
1537774,,Vanderbilt University,0.000047
946978,,National Basketball Association,0.000818
1425459,,NPR,0.000176
1544903,,Sports Illustrated,0.000372
1545400,,National Football League,0.000997
9857,,Eli Lilly controversies,0.000009
346657,,Copenhagen,0.000308
471296,,Saddam Hussein,0.000385
804662,,Marketing,0.000333
807815,,Public company,0.000492
839900,,Homeland Security Advisory Council,0.000009
945264,,Indianapolis,0.000228
1184263,,Rolling Stone,0.000505
1400112,,"Alexandria, Virginia",0.000124
1400548,,George W. Bush,0.001598
1400549,,Democratic Party (United States),0.00141
1400630,,Nancy Pelosi,0.000109
1401582,,Internal Revenue Service,0.000227
1403065,,Hudson Institute,0.000018
60418,,Shamanism,0.000154
361446,,Edo period,0.000241
596828,,Operant conditioning,0.000055
977505,,Vincent van Gogh,0.000207
1022390,,Jazz,0.001236
1061448,,Marlon Brando,0.000168
1140412,,Ethiopia,0.000846
9936,,Uncaria tomentosa,0.000018
847163,,Rubiaceae,0.000035
10104,,Methoxymethylfurfural,0.000009
10315,,Gi alpha subunit,0.000009
10457,,2-Methylundecanal,0.000009
10470,,Deltic acid,0.000009
10521,,Lipoxygenase,0.000009
10689,,Antibacterial soap,0.000009
10700,,Accommodation (eye),0.000009
11082,,Bovine herpesvirus 1,0.000009
11095,,Nucleoprotein,0.000009
11220,,Abscisic acid,0.000018
11356,,Bathing,0.000047
60152,,Protestant Reformation,0.001032
138564,,Willy Puchner,0.000013
366845,,Turkish bath,0.000071
977925,,Realism (arts),0.000142
989883,,Water supply and sanitation in France,0.000013
11521,,Potassium chromate,0.000009
59443,,Tree of Jesse,0.000027
64816,,Plato,0.000741
66937,,Treatise,0.000066
167271,,Vivisection,0.00003
170255,,Athenaeus,0.000029
172913,,Septimius Severus,0.000111
173098,,Caracalla,0.000113
453983,,Architect,0.000208
983552,,Lyon,0.000371
1205228,,Basel,0.000151
11837,,Phobia,0.000043
53035,,Lebanon,0.00079
66740,,Spirituality,0.000199
597050,,Clinical psychology,0.000042
1537808,,Princeton University,0.000461
32378,,Sweet sixteen (birthday),0.000013
135480,,LGBT,0.000367
150240,,Young worker safety and health,0.000013
433392,,Somalia,0.000434
483783,,Yemen,0.000526
596439,,Educational psychology,0.000086
1036186,,Channel 4,0.000648
1163476,,Television,0.00118
11951,,Williams syndrome,0.000009
11953,,Index of psychology articles,0.000028
66639,,Habituation,0.000027
66722,,Perception,0.000087
135223,,Transsexualism,0.000061
418269,,Hyperprosexia,0.00001
420331,,Telepathy,0.000053
474781,,Diathesisstress model,0.00001
597030,,California School of Professional Psychology,0.00001
597114,,List of psychologists,0.000032
597126,,Groupthink,0.000033
601871,,Dysfunctional family,0.00005
1151374,,Relational aggression,0.000021
1151381,,Humiliation,0.000028
1176651,,Sibling,0.000043
11998,,Joseph Sonnabend,0.000009
432891,,Raymond Gosling,0.000015
1525221,,"Blackheath, London",0.00003
1529428,,"Clare College, Cambridge",0.000031
12047,,Housefly,0.00003
12239,,Angewandte Chemie,0.00002
838004,,CODEN,0.000012
1104695,,John Wiley & Sons,0.000251
60113,,Lutheranism,0.0008
178087,,University of Jena,0.000048
180323,,Prussia,0.000743
345598,,Potsdam,0.000155
823323,,Memoir,0.00009
835651,,Kent,0.000313
976046,,Romanticism,0.000888
1108161,,Professor,0.000304
1134235,,German Empire,0.000715
1441412,,Dutch East Indies,0.000271
1537395,,University of Chicago,0.00041
12356,,Lasker Award,0.000012
12411,,New Scientist,0.000223
12377,,Carol W. Greider,0.000014
117739,,San Diego,0.000281
1090855,,American Academy of Arts and Sciences,0.000166
1161951,,Blog,0.00048
1095259,,Turbulence,0.000101
1108354,,Pope Benedict XVI,0.000344
1790663,,Douglas Adams,0.000104
12496,,History of abortion,0.000009
60136,,Christian,0.001328
66392,,Cornell University Press,0.000248
214448,,Joseph Stalin,0.000721
232926,,South Carolina,0.000517
279119,,Marriage,0.000678
325482,,Philadelphia,0.001522
333924,,Newspaper,0.000643
359809,,Shogun,0.000245
363491,,Yokohama,0.00019
462585,,Victoria (Australia),0.000544
539282,,Parliament of the United Kingdom,0.000847
624053,,Iceland,0.000707
703409,,Indira Gandhi,0.000113
1106097,,Pope Pius IX,0.000188
1159771,,Heinrich Himmler,0.000141
1205354,,Roman Catholic,0.001356
1391875,,Northern Ireland,0.001093
1398584,,Criminal law,0.000184
1400006,,North Carolina,0.00099
1535286,,"Lawrence, Kansas",0.000086
1611137,,Provinces and territories of Canada,0.000313
1647426,,Victorian era,0.000421
1779208,,Rector,0.000221
12677,,William Stewart Halsted,0.000009
386893,,Baseball,0.001015
1399880,,Maryland,0.000805
1564904,,Gymnastics,0.000197
12711,,Fioricet,0.000009
13291,,Reproductive health,0.000068
13321,,Myocardial ischemia,0.000009
13503,,Security printing,0.000009
976685,,Intaglio (printmaking),0.000028
1399594,,Forgery,0.00007
13513,,Food packaging,0.000009
30236,,Tesco,0.000049
643800,,Ergonomics,0.000054
1724051,,Graphic design,0.000095
14176,,Orionette,0.000009
14471,,Precision Castparts Corp.,0.000009
15060,,Ludwig Heinrich Bojanus,0.000009
182338,,Alsace,0.000299
985651,,Normandy,0.000273
1094614,,Furnace,0.000056
15285,,RFXANK,0.000009
15333,,Dmitri Mendeleev,0.000022
60095,,Russian Orthodox Church,0.000394
197583,,Ne,0.00006
1302634,,Moon,0.000463
15439,,Cerium,0.00003
209577,,Kramer Guitars,0.000044
252876,,Transistor,0.000268
917470,,Truck,0.000044
1128666,,Guinea,0.000115
1168789,,United Arab Emirates,0.000653
1609252,,Quebec,0.000987
42736,,Muhammad,0.000525
49164,,Jerusalem,0.000769
252890,,Radio frequency,0.000189
